SWL1,SWL2,SWL3,SWL4,SWL5,Hours,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Age,GAD_T,Platform_PC,Platform_Smartphone / Tablet,earnings_Other,earnings_Professional,earnings_Side Income,whyplay_Improving,whyplay_Other,whyplay_Relaxing,whyplay_Winning,League_Challenger,League_Diamond,League_Gold,League_Master,League_Other,League_Platinum,League_Silver,League_Unknown,League_Unranked,Gender_Male,Gender_Other,Work_Student at college / university,Work_Student at school,Work_Unemployed / between jobs,Work_Unknown,Degree_High school diploma (or equivalent),Degree_Master (or equivalent),"Degree_Ph.D., Psy. D., MD (or equivalent)",Degree_Unknown,Playstyle_Offline Multiplayer,Playstyle_Other,Playstyle_Real Life Friends,Playstyle_Singleplayer,Playstyle_Strangers
1,1,1,2,1,10.0,2.0,0.0,0.0,2.0,4.0,3.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,21,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3,5,4,4,4,10.0,12.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,4,5,5,4,40.0,6.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,3.0,4.0,2.0,19,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6,5,5,2,2,10.0,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,18,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,4,4,4,3,20.0,5.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,3.0,4.0,0.0,0.0,1.0,18,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,5,6,6,5,4.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,4,5,3,6.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3,3,6,2,1,20.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,20,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,5,3,3,2,12.0,10.0,2.0,0.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,23,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4,4,3,2,2,10.0,5.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,18,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5,6,6,4,2,20.0,10.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,20,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3,3,4,3,3,50.0,10.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,19,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,7,7,7,5,20.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,5,5,5,2,28.0,10.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,22,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5,7,2,7,4,4.0,7.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,0.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,20,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6,6,6,6,6,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6,7,6,4,7,12.0,2.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,1.0,2.0,18,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3,3,3,3,1,56.0,5.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4,5,6,6,3,25.0,12.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,22,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,2,3,1,3,20.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,23,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,6,2,5,3,8.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,18,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4,5,5,5,4,9.0,30.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2,6,1,1,1,80.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5,5,6,3,4,26.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5,6,6,6,3,10.0,8.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6,6,6,7,7,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,4,2,1,1,30.0,15.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,19,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,4,5,1,1,21.0,14.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3,2,2,3,3,15.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,19,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6,6,7,5,6,10.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,20,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,6,1,2,17.0,15.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3,3,6,5,6,25.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,21,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,2,1,4,1,40.0,84.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,3.0,20,16,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,6,6,5,6,10.0,20.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,21,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,2,2,1,30.0,8.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,20,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,1,1,1,1,20.0,20.0,1.0,3.0,2.0,3.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3,4,6,3,4,34.0,6.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0,2.0,3.0,3.0,0.0,2.0,2.0,18,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,3,3,3,2,30.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,6,7,2,4,30.0,20.0,2.0,1.0,2.0,4.0,0.0,3.0,0.0,4.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,3.0,2.0,4.0,20,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4,3,6,4,2,15.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,22,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,4,5,5,2,14.0,5.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,0.0,3.0,4.0,1.0,4.0,4.0,21,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5,5,6,3,5,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,24,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,5,6,3,3,5.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3,1,1,1,1,4.0,14.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,21,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,3,6,6,4,14.0,3.0,0.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,18,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6,5,7,4,2,35.0,20.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,21,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,6,7,7,3,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,2,3,4,1,35.0,8.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,1.0,2.0,21,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,2,3,2,2,28.0,1.0,1.0,2.0,0.0,3.0,1.0,3.0,1.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,18,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,2,5,2,7,25.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,19,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2,6,3,2,2,14.0,1.0,1.0,3.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,18,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,5,5,4,3,24.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,4,1,12.0,6.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,20,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,5,5,5,2,10.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,20,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,1,1,15.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,6,3,5,1,25.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,24,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
5,5,3,3,2,7.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,2,2,1,45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,21,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2,5,2,1,1,24.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,3,2,2,2,30.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,20,19,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5,5,6,5,4,7.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,27,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,5,6,5,10.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,19,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
5,6,6,3,3,35.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,5,5,4,6,30.0,30.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,19,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5,5,6,4,4,12.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,2,2,2,3,20.0,20.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,4.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,23,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4,3,2,2,1,24.0,2.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,0.0,2.0,20,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,7,6,5,5,21.0,21.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,4.0,3.0,18,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4,3,3,3,3,16.0,4.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,21,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,2,3,7,7,5.0,4.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,19,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,2,6,2,3,4.0,35.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,18,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,5,3,5,3,25.0,10.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,18,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2,4,2,4,1,10.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3,7,1,6,1,16.0,19.0,0.0,4.0,2.0,4.0,1.0,4.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,4.0,3.0,0.0,1.0,4.0,19,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
4,6,5,3,3,35.0,10.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,18,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,3,2,3,2,30.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,7,6,3,3,24.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,15.0,50.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,5.0,23,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,7,7,7,7,8.0,6.0,0.0,2.0,2.0,0.0,4.0,3.0,2.0,1.0,0.0,1.0,4.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,5,7,5,3,10.0,20.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,6,6,4,5,20.0,25.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,18,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4,3,4,3,2,10.0,25.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,0.0,0.0,1.0,5.0,24,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5,7,6,1,2,4.0,8.0,2.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3,3,4,4,3,5.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,31,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
